qacc	sacc	pident	qcovs	ppos	evalue	bitscore	sseqid	stitle
A0A1A8W9C5	tr|A0A1D3JJN0|A0A1D3JJN0_PLAMA	33.333	5	51.19	4.0	30.4	tr|A0A1D3JJN0|A0A1D3JJN0_PLAMA	tr|A0A1D3JJN0|A0A1D3JJN0_PLAMA MMS19 nucleotide excision repair protein OS=Plasmodium malariae OX=5858 GN=PmUG01_06019900 PE=3 SV=1
A0A1A8W9K4	tr|A0A1A8W9K4|A0A1A8W9K4_PLAMA	100.000	100	100.00	0.0	1932	tr|A0A1A8W9K4|A0A1A8W9K4_PLAMA	tr|A0A1A8W9K4|A0A1A8W9K4_PLAMA Protein SEY1 homolog OS=Plasmodium malariae OX=5858 GN=SEY1 PE=3 SV=1
A0A1A8W9K4	tr|A0A1D3PBM7|A0A1D3PBM7_PLAMA	41.071	6	62.50	2.9	30.0	tr|A0A1D3PBM7|A0A1D3PBM7_PLAMA	tr|A0A1D3PBM7|A0A1D3PBM7_PLAMA Uncharacterized protein OS=Plasmodium malariae OX=5858 GN=PmUG01_09024200 PE=4 SV=1
A0A1A8W9K4	tr|A0A1D3TD71|A0A1D3TD71_PLAMA	32.099	9	51.85	3.1	29.6	tr|A0A1D3TD71|A0A1D3TD71_PLAMA	tr|A0A1D3TD71|A0A1D3TD71_PLAMA DnaJ protein, putative OS=Plasmodium malariae OX=5858 GN=PmUG01_13036700 PE=4 SV=1
A0A1A8W9K4	tr|A0A1D3RJ55|A0A1D3RJ55_PLAMA	32.558	5	62.79	4.6	29.3	tr|A0A1D3RJ55|A0A1D3RJ55_PLAMA	tr|A0A1D3RJ55|A0A1D3RJ55_PLAMA Uncharacterized protein OS=Plasmodium malariae OX=5858 GN=PmUG01_10045700 PE=4 SV=1
A0A1A8W9K4	tr|A0A1D3JJ79|A0A1D3JJ79_PLAMA	34.328	6	50.75	4.8	29.3	tr|A0A1D3JJ79|A0A1D3JJ79_PLAMA	tr|A0A1D3JJ79|A0A1D3JJ79_PLAMA 26S proteasome regulatory subunit RPN1, putative OS=Plasmodium malariae OX=5858 GN=RPN1 PE=3 SV=1
A0A1A8W9X8	tr|A0A1D3SQA0|A0A1D3SQA0_PLAMA	99.853	97	100.00	0.0	2719	tr|A0A1D3SQA0|A0A1D3SQA0_PLAMA	tr|A0A1D3SQA0|A0A1D3SQA0_PLAMA Crossover junction endonuclease MUS81 OS=Plasmodium malariae OX=5858 GN=MUS81 PE=3 SV=1
A0A1A8W9X8	tr|A0A1D3PBT0|A0A1D3PBT0_PLAMA	40.541	3	62.16	0.026	37.4	tr|A0A1D3PBT0|A0A1D3PBT0_PLAMA	tr|A0A1D3PBT0|A0A1D3PBT0_PLAMA Vacuolar protein sorting-associated protein 35, putative OS=Plasmodium malariae OX=5858 GN=VPS35 PE=3 SV=1
A0A1A8W9X8	tr|A0A1A8VTW5|A0A1A8VTW5_PLAMA	29.060	8	47.01	0.47	33.1	tr|A0A1A8VTW5|A0A1A8VTW5_PLAMA	tr|A0A1A8VTW5|A0A1A8VTW5_PLAMA Inner membrane complex protein 1i, putative OS=Plasmodium malariae OX=5858 GN=PMALA_004550 PE=4 SV=1
A0A1A8W9X8	tr|A0A1D3SQ32|A0A1D3SQ32_PLAMA	31.646	5	54.43	1.1	32.3	tr|A0A1D3SQ32|A0A1D3SQ32_PLAMA	tr|A0A1D3SQ32|A0A1D3SQ32_PLAMA WD repeat-containing protein OS=Plasmodium malariae OX=5858 GN=PmUG01_12059500 PE=4 SV=1
A0A1A8W9X8	tr|A0A1D3JLZ2|A0A1D3JLZ2_PLAMA	28.125	4	62.50	3.7	30.4	tr|A0A1D3JLZ2|A0A1D3JLZ2_PLAMA	tr|A0A1D3JLZ2|A0A1D3JLZ2_PLAMA DEAD/DEAH box helicase, putative OS=Plasmodium malariae OX=5858 GN=PmUG01_07014900 PE=4 SV=1
A0A1A8WBL6	tr|A0A1D3TE75|A0A1D3TE75_PLAMA	98.600	99	98.68	0.0	5197	tr|A0A1D3TE75|A0A1D3TE75_PLAMA	tr|A0A1D3TE75|A0A1D3TE75_PLAMA Telomerase reverse transcriptase OS=Plasmodium malariae OX=5858 GN=TERT PE=3 SV=1
A0A1A8WBL6	tr|A0A1D3TF14|A0A1D3TF14_PLAMA	48.718	1	64.10	0.003	41.6	tr|A0A1D3TF14|A0A1D3TF14_PLAMA	tr|A0A1D3TF14|A0A1D3TF14_PLAMA Potassium channel, putative OS=Plasmodium malariae OX=5858 GN=PmUG01_14061500 PE=4 SV=1
A0A1A8WBL6	tr|A0A1D3JLL9|A0A1D3JLL9_PLAMA	30.986	3	50.70	0.037	38.1	tr|A0A1D3JLL9|A0A1D3JLL9_PLAMA	tr|A0A1D3JLL9|A0A1D3JLL9_PLAMA Uncharacterized protein OS=Plasmodium malariae OX=5858 GN=PmUG01_05034900 PE=4 SV=1
A0A1A8WBL6	tr|A0A1D3JLL9|A0A1D3JLL9_PLAMA	42.553	3	59.57	0.15	36.2	tr|A0A1D3JLL9|A0A1D3JLL9_PLAMA	tr|A0A1D3JLL9|A0A1D3JLL9_PLAMA Uncharacterized protein OS=Plasmodium malariae OX=5858 GN=PmUG01_05034900 PE=4 SV=1
A0A1A8WBL6	tr|A0A1D3JLL9|A0A1D3JLL9_PLAMA	32.000	3	42.67	0.84	33.5	tr|A0A1D3JLL9|A0A1D3JLL9_PLAMA	tr|A0A1D3JLL9|A0A1D3JLL9_PLAMA Uncharacterized protein OS=Plasmodium malariae OX=5858 GN=PmUG01_05034900 PE=4 SV=1
A0A1A8WBL6	tr|A0A1D3SNB0|A0A1D3SNB0_PLAMA	33.600	6	51.20	0.050	37.7	tr|A0A1D3SNB0|A0A1D3SNB0_PLAMA	tr|A0A1D3SNB0|A0A1D3SNB0_PLAMA ARID domain-containing protein OS=Plasmodium malariae OX=5858 GN=PmUG01_11059200 PE=4 SV=1
A0A1A8WBL6	tr|A0A1D3SNB0|A0A1D3SNB0_PLAMA	36.486	6	54.05	1.3	32.7	tr|A0A1D3SNB0|A0A1D3SNB0_PLAMA	tr|A0A1D3SNB0|A0A1D3SNB0_PLAMA ARID domain-containing protein OS=Plasmodium malariae OX=5858 GN=PmUG01_11059200 PE=4 SV=1
A0A1A8WBL6	tr|A0A1D3SNB0|A0A1D3SNB0_PLAMA	36.735	6	51.02	8.8	30.0	tr|A0A1D3SNB0|A0A1D3SNB0_PLAMA	tr|A0A1D3SNB0|A0A1D3SNB0_PLAMA ARID domain-containing protein OS=Plasmodium malariae OX=5858 GN=PmUG01_11059200 PE=4 SV=1
A0A1A8WBL6	tr|A0A1D3TCR8|A0A1D3TCR8_PLAMA	33.750	3	48.75	0.063	37.4	tr|A0A1D3TCR8|A0A1D3TCR8_PLAMA	tr|A0A1D3TCR8|A0A1D3TCR8_PLAMA Uncharacterized protein OS=Plasmodium malariae OX=5858 GN=PmUG01_13033300 PE=4 SV=1
A0A1A8WBS9	tr|A0A1D3TEE4|A0A1D3TEE4_PLAMA	99.898	100	99.90	0.0	2016	tr|A0A1D3TEE4|A0A1D3TEE4_PLAMA	tr|A0A1D3TEE4|A0A1D3TEE4_PLAMA DNA replication licensing factor MCM4 OS=Plasmodium malariae OX=5858 GN=MCM4 PE=3 SV=1
A0A1A8WBS9	tr|A0A1A8VNS9|A0A1A8VNS9_PLAMA	37.472	45	54.99	3.44e-79	273	tr|A0A1A8VNS9|A0A1A8VNS9_PLAMA	tr|A0A1A8VNS9|A0A1A8VNS9_PLAMA DNA helicase OS=Plasmodium malariae OX=5858 GN=MCM7 PE=3 SV=1
A0A1A8WBS9	tr|A0A1A8WER0|A0A1A8WER0_PLAMA	30.203	62	47.73	1.44e-74	263	tr|A0A1A8WER0|A0A1A8WER0_PLAMA	tr|A0A1A8WER0|A0A1A8WER0_PLAMA DNA replication licensing factor MCM2 OS=Plasmodium malariae OX=5858 GN=MCM2 PE=3 SV=1
A0A1A8WBS9	tr|A0A1D3SMI1|A0A1D3SMI1_PLAMA	33.686	52	52.54	8.74e-71	253	tr|A0A1D3SMI1|A0A1D3SMI1_PLAMA	tr|A0A1D3SMI1|A0A1D3SMI1_PLAMA DNA replication licensing factor MCM6 OS=Plasmodium malariae OX=5858 GN=MCM6 PE=3 SV=1
A0A1A8WBS9	tr|A0A1D3SMI1|A0A1D3SMI1_PLAMA	32.000	52	57.33	0.013	37.7	tr|A0A1D3SMI1|A0A1D3SMI1_PLAMA	tr|A0A1D3SMI1|A0A1D3SMI1_PLAMA DNA replication licensing factor MCM6 OS=Plasmodium malariae OX=5858 GN=MCM6 PE=3 SV=1
A0A1A8WBS9	tr|A0A1D3RHI7|A0A1D3RHI7_PLAMA	32.892	45	52.32	9.58e-64	231	tr|A0A1D3RHI7|A0A1D3RHI7_PLAMA	tr|A0A1D3RHI7|A0A1D3RHI7_PLAMA DNA replication licensing factor MCM3 OS=Plasmodium malariae OX=5858 GN=MCM3 PE=3 SV=1
A0A1A8WBU5	tr|A0A1D3TCH6|A0A1D3TCH6_PLAMA	99.734	100	99.73	0.0	3072	tr|A0A1D3TCH6|A0A1D3TCH6_PLAMA	tr|A0A1D3TCH6|A0A1D3TCH6_PLAMA DNA-directed RNA polymerase subunit beta OS=Plasmodium malariae OX=5858 GN=RPC2 PE=3 SV=1
A0A1A8WBU5	tr|A0A1D3JJ98|A0A1D3JJ98_PLAMA	32.306	72	52.05	2.08e-114	392	tr|A0A1D3JJ98|A0A1D3JJ98_PLAMA	tr|A0A1D3JJ98|A0A1D3JJ98_PLAMA DNA-directed RNA polymerase subunit beta OS=Plasmodium malariae OX=5858 GN=RPB2 PE=3 SV=1
A0A1A8WBU5	tr|A0A1D3JJ98|A0A1D3JJ98_PLAMA	46.886	72	68.50	2.70e-78	283	tr|A0A1D3JJ98|A0A1D3JJ98_PLAMA	tr|A0A1D3JJ98|A0A1D3JJ98_PLAMA DNA-directed RNA polymerase subunit beta OS=Plasmodium malariae OX=5858 GN=RPB2 PE=3 SV=1
A0A1A8WBU5	tr|A0A1D3PC53|A0A1D3PC53_PLAMA	30.569	60	47.16	1.30e-50	195	tr|A0A1D3PC53|A0A1D3PC53_PLAMA	tr|A0A1D3PC53|A0A1D3PC53_PLAMA DNA-directed RNA polymerase subunit beta OS=Plasmodium malariae OX=5858 GN=RPA2 PE=3 SV=1
A0A1A8WBU5	tr|A0A1D3PC53|A0A1D3PC53_PLAMA	38.764	60	55.62	1.83e-30	129	tr|A0A1D3PC53|A0A1D3PC53_PLAMA	tr|A0A1D3PC53|A0A1D3PC53_PLAMA DNA-directed RNA polymerase subunit beta OS=Plasmodium malariae OX=5858 GN=RPA2 PE=3 SV=1
A0A1A8WBU5	tr|A0A1D3PC53|A0A1D3PC53_PLAMA	28.365	60	48.08	5.37e-11	66.2	tr|A0A1D3PC53|A0A1D3PC53_PLAMA	tr|A0A1D3PC53|A0A1D3PC53_PLAMA DNA-directed RNA polymerase subunit beta OS=Plasmodium malariae OX=5858 GN=RPA2 PE=3 SV=1
A0A1A8WBU5	tr|A0A1D3PC53|A0A1D3PC53_PLAMA	27.746	60	49.71	2.58e-09	60.5	tr|A0A1D3PC53|A0A1D3PC53_PLAMA	tr|A0A1D3PC53|A0A1D3PC53_PLAMA DNA-directed RNA polymerase subunit beta OS=Plasmodium malariae OX=5858 GN=RPA2 PE=3 SV=1
A0A1A8WBU5	tr|A0A1D3JJW6|A0A1D3JJW6_PLAMA	30.837	17	46.26	1.59e-18	90.5	tr|A0A1D3JJW6|A0A1D3JJW6_PLAMA	tr|A0A1D3JJW6|A0A1D3JJW6_PLAMA DNA-directed RNA polymerase subunit beta OS=Plasmodium malariae OX=5858 GN=rpoB PE=3 SV=1
A0A1A8WBU5	tr|A0A1D3JJW6|A0A1D3JJW6_PLAMA	22.000	17	50.00	2.7	30.8	tr|A0A1D3JJW6|A0A1D3JJW6_PLAMA	tr|A0A1D3JJW6|A0A1D3JJW6_PLAMA DNA-directed RNA polymerase subunit beta OS=Plasmodium malariae OX=5858 GN=rpoB PE=3 SV=1
A0A1A8WBU5	tr|A0A1D3PBZ5|A0A1D3PBZ5_PLAMA	26.214	7	47.57	0.66	33.1	tr|A0A1D3PBZ5|A0A1D3PBZ5_PLAMA	tr|A0A1D3PBZ5|A0A1D3PBZ5_PLAMA Uncharacterized protein OS=Plasmodium malariae OX=5858 GN=PmUG01_09022400 PE=4 SV=1
A0A1A8WDU0	tr|A0A1A8WDU0|A0A1A8WDU0_PLAMA	100.000	100	100.00	0.0	1139	tr|A0A1A8WDU0|A0A1A8WDU0_PLAMA	tr|A0A1A8WDU0|A0A1A8WDU0_PLAMA Methionine aminopeptidase 2 OS=Plasmodium malariae OX=5858 GN=METAP2 PE=3 SV=1
A0A1A8WDU0	tr|A0A1A8W9L6|A0A1A8W9L6_PLAMA	22.388	46	50.00	3.50e-16	79.0	tr|A0A1A8W9L6|A0A1A8W9L6_PLAMA	tr|A0A1A8W9L6|A0A1A8W9L6_PLAMA Proliferation-associated protein 2g4, putative OS=Plasmodium malariae OX=5858 GN=PmlGA01_130024600 PE=4 SV=1
A0A1A8WDU0	tr|A0A1D3SN20|A0A1D3SN20_PLAMA	25.984	22	51.97	0.084	34.3	tr|A0A1D3SN20|A0A1D3SN20_PLAMA	tr|A0A1D3SN20|A0A1D3SN20_PLAMA Uncharacterized protein OS=Plasmodium malariae OX=5858 GN=PmUG01_11053000 PE=4 SV=1
A0A1A8WDU0	tr|A0A1D3PB91|A0A1D3PB91_PLAMA	21.698	69	39.86	0.20	32.7	tr|A0A1D3PB91|A0A1D3PB91_PLAMA	tr|A0A1D3PB91|A0A1D3PB91_PLAMA Methionine aminopeptidase OS=Plasmodium malariae OX=5858 GN=METAP1b PE=3 SV=1
A0A1A8WDU0	tr|A0A1D3PAE8|A0A1D3PAE8_PLAMA	28.814	20	43.22	0.64	31.2	tr|A0A1D3PAE8|A0A1D3PAE8_PLAMA	tr|A0A1D3PAE8|A0A1D3PAE8_PLAMA cysteine--tRNA ligase OS=Plasmodium malariae OX=5858 GN=PmUG01_08031200 PE=3 SV=1
A0A1A8WDX5	tr|A0A1A8WDX5|A0A1A8WDX5_PLAMA	100.000	100	100.00	0.0	1118	tr|A0A1A8WDX5|A0A1A8WDX5_PLAMA	tr|A0A1A8WDX5|A0A1A8WDX5_PLAMA ATP synthase subunit beta OS=Plasmodium malariae OX=5858 GN=PmUG01_14069900 PE=3 SV=1
A0A1A8WDX5	tr|A0A1A8WRS4|A0A1A8WRS4_PLAMA	28.743	69	45.51	6.01e-27	113	tr|A0A1A8WRS4|A0A1A8WRS4_PLAMA	tr|A0A1A8WRS4|A0A1A8WRS4_PLAMA H(+)-transporting two-sector ATPase OS=Plasmodium malariae OX=5858 GN=PmUG01_14028600 PE=3 SV=1
A0A1A8WDX5	tr|A0A1A8WRS4|A0A1A8WRS4_PLAMA	31.884	69	49.28	0.80	30.8	tr|A0A1A8WRS4|A0A1A8WRS4_PLAMA	tr|A0A1A8WRS4|A0A1A8WRS4_PLAMA H(+)-transporting two-sector ATPase OS=Plasmodium malariae OX=5858 GN=PmUG01_14028600 PE=3 SV=1
A0A1A8WDX5	tr|A0A1A8VMT9|A0A1A8VMT9_PLAMA	25.761	75	42.62	5.33e-23	100	tr|A0A1A8VMT9|A0A1A8VMT9_PLAMA	tr|A0A1A8VMT9|A0A1A8VMT9_PLAMA Vacuolar proton pump subunit B OS=Plasmodium malariae OX=5858 GN=PmlGA01_030008100 PE=3 SV=1
A0A1A8WDX5	tr|A0A1A8VSH0|A0A1A8VSH0_PLAMA	24.510	54	42.16	5.90e-15	75.9	tr|A0A1A8VSH0|A0A1A8VSH0_PLAMA	tr|A0A1A8VSH0|A0A1A8VSH0_PLAMA ATP synthase subunit alpha OS=Plasmodium malariae OX=5858 GN=PmUG01_04015300 PE=3 SV=1
A0A1A8WDX5	tr|A0A1D3SPW9|A0A1D3SPW9_PLAMA	31.884	12	44.93	1.5	30.0	tr|A0A1D3SPW9|A0A1D3SPW9_PLAMA	tr|A0A1D3SPW9|A0A1D3SPW9_PLAMA Uncharacterized protein OS=Plasmodium malariae OX=5858 GN=PmUG01_12054500 PE=4 SV=1
A0A1A8WE70	tr|A0A1A8WE70|A0A1A8WE70_PLAMA	100.000	100	100.00	0.0	2116	tr|A0A1A8WE70|A0A1A8WE70_PLAMA	tr|A0A1A8WE70|A0A1A8WE70_PLAMA DNA topoisomerase 2 OS=Plasmodium malariae OX=5858 GN=GyrB PE=3 SV=1
A0A1A8WE70	tr|A0A1D3TCP0|A0A1D3TCP0_PLAMA	23.939	38	45.15	4.40e-15	79.0	tr|A0A1D3TCP0|A0A1D3TCP0_PLAMA	tr|A0A1D3TCP0|A0A1D3TCP0_PLAMA DNA topoisomerase 2 OS=Plasmodium malariae OX=5858 GN=TOP2 PE=3 SV=1
A0A1A8WE70	tr|A0A1D3TCP0|A0A1D3TCP0_PLAMA	23.762	38	43.56	8.7	28.5	tr|A0A1D3TCP0|A0A1D3TCP0_PLAMA	tr|A0A1D3TCP0|A0A1D3TCP0_PLAMA DNA topoisomerase 2 OS=Plasmodium malariae OX=5858 GN=TOP2 PE=3 SV=1
A0A1A8WE70	tr|A0A1A8WDR9|A0A1A8WDR9_PLAMA	32.593	13	43.70	0.010	38.1	tr|A0A1A8WDR9|A0A1A8WDR9_PLAMA	tr|A0A1A8WDR9|A0A1A8WDR9_PLAMA COBW domain-containing protein 1, putative OS=Plasmodium malariae OX=5858 GN=CBWD1 PE=4 SV=1
A0A1A8WE70	tr|A0A1A8VZ86|A0A1A8VZ86_PLAMA	33.333	5	50.00	1.1	31.2	tr|A0A1A8VZ86|A0A1A8VZ86_PLAMA	tr|A0A1A8VZ86|A0A1A8VZ86_PLAMA coproporphyrinogen oxidase OS=Plasmodium malariae OX=5858 GN=CPO PE=3 SV=1
A0A1A8WIY3	tr|A0A1A8WIY3|A0A1A8WIY3_PLAMA	100.000	100	100.00	0.0	1372	tr|A0A1A8WIY3|A0A1A8WIY3_PLAMA	tr|A0A1A8WIY3|A0A1A8WIY3_PLAMA SUMO-activating enzyme subunit OS=Plasmodium malariae OX=5858 GN=UBA2 PE=3 SV=1
A0A1A8WIY3	tr|A0A1D3TF26|A0A1D3TF26_PLAMA	31.343	38	53.23	3.78e-24	106	tr|A0A1D3TF26|A0A1D3TF26_PLAMA	tr|A0A1D3TF26|A0A1D3TF26_PLAMA Ubiquitin-activating enzyme E1, putative OS=Plasmodium malariae OX=5858 GN=UBA1 PE=3 SV=1
A0A1A8WIY3	tr|A0A1D3TF26|A0A1D3TF26_PLAMA	36.111	38	63.89	5.72e-09	57.8	tr|A0A1D3TF26|A0A1D3TF26_PLAMA	tr|A0A1D3TF26|A0A1D3TF26_PLAMA Ubiquitin-activating enzyme E1, putative OS=Plasmodium malariae OX=5858 GN=UBA1 PE=3 SV=1
A0A1A8WIY3	tr|A0A1D3TF26|A0A1D3TF26_PLAMA	24.627	38	48.51	2.71e-04	42.7	tr|A0A1D3TF26|A0A1D3TF26_PLAMA	tr|A0A1D3TF26|A0A1D3TF26_PLAMA Ubiquitin-activating enzyme E1, putative OS=Plasmodium malariae OX=5858 GN=UBA1 PE=3 SV=1
A0A1A8WIY3	tr|A0A1D3JLM4|A0A1D3JLM4_PLAMA	35.948	33	59.48	9.29e-24	103	tr|A0A1D3JLM4|A0A1D3JLM4_PLAMA	tr|A0A1D3JLM4|A0A1D3JLM4_PLAMA NEDD8-activating enzyme E1 catalytic subunit OS=Plasmodium malariae OX=5858 GN=PmUG01_05031900 PE=3 SV=1
A0A1A8WIY3	tr|A0A1D3JLM4|A0A1D3JLM4_PLAMA	28.205	33	48.72	9.3	27.7	tr|A0A1D3JLM4|A0A1D3JLM4_PLAMA	tr|A0A1D3JLM4|A0A1D3JLM4_PLAMA NEDD8-activating enzyme E1 catalytic subunit OS=Plasmodium malariae OX=5858 GN=PmUG01_05031900 PE=3 SV=1
A0A1A8WIY3	tr|A0A1A8W6A8|A0A1A8W6A8_PLAMA	34.483	25	50.57	1.07e-09	59.7	tr|A0A1A8W6A8|A0A1A8W6A8_PLAMA	tr|A0A1A8W6A8|A0A1A8W6A8_PLAMA Ubiquitin-activating enzyme, putative OS=Plasmodium malariae OX=5858 GN=PmUG01_11020800 PE=4 SV=1
A0A1A8WIY3	tr|A0A1D3SP79|A0A1D3SP79_PLAMA	25.381	38	39.09	1.10e-07	53.9	tr|A0A1D3SP79|A0A1D3SP79_PLAMA	tr|A0A1D3SP79|A0A1D3SP79_PLAMA Ubiquitin-activating enzyme, putative OS=Plasmodium malariae OX=5858 GN=UBA1 PE=3 SV=1
A0A1A8WIY3	tr|A0A1D3SP79|A0A1D3SP79_PLAMA	28.261	38	47.83	7.59e-06	47.8	tr|A0A1D3SP79|A0A1D3SP79_PLAMA	tr|A0A1D3SP79|A0A1D3SP79_PLAMA Ubiquitin-activating enzyme, putative OS=Plasmodium malariae OX=5858 GN=UBA1 PE=3 SV=1
A0A1A8WIY3	tr|A0A1D3SP79|A0A1D3SP79_PLAMA	32.051	38	57.69	5.09e-05	45.1	tr|A0A1D3SP79|A0A1D3SP79_PLAMA	tr|A0A1D3SP79|A0A1D3SP79_PLAMA Ubiquitin-activating enzyme, putative OS=Plasmodium malariae OX=5858 GN=UBA1 PE=3 SV=1
A0A1A8WKG0	tr|A0A1D3TEQ3|A0A1D3TEQ3_PLAMA	100.000	100	100.00	0.0	639	tr|A0A1D3TEQ3|A0A1D3TEQ3_PLAMA	tr|A0A1D3TEQ3|A0A1D3TEQ3_PLAMA Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial OS=Plasmodium malariae OX=5858 GN=PmUG01_14047700 PE=3 SV=1
A0A1A8WKG0	tr|A0A1D3JL34|A0A1D3JL34_PLAMA	24.107	31	45.54	0.075	32.7	tr|A0A1D3JL34|A0A1D3JL34_PLAMA	tr|A0A1D3JL34|A0A1D3JL34_PLAMA DnaJ domain containing protein, putative OS=Plasmodium malariae OX=5858 GN=PmUG01_02026000 PE=4 SV=1
A0A1A8WKG0	tr|A0A1A8WGY0|A0A1A8WGY0_PLAMA	24.176	30	45.05	1.3	29.3	tr|A0A1A8WGY0|A0A1A8WGY0_PLAMA	tr|A0A1A8WGY0|A0A1A8WGY0_PLAMA Nuclear formin-like protein, putative OS=Plasmodium malariae OX=5858 GN=MISFIT PE=4 SV=1
A0A1A8WKG0	tr|A0A1D3JIL6|A0A1D3JIL6_PLAMA	37.838	10	56.76	2.9	28.1	tr|A0A1D3JIL6|A0A1D3JIL6_PLAMA	tr|A0A1D3JIL6|A0A1D3JIL6_PLAMA Uncharacterized protein OS=Plasmodium malariae OX=5858 GN=PmUG01_03025800 PE=4 SV=1
A0A1A8WKG0	tr|A0A1A8X2Y1|A0A1A8X2Y1_PLAMA	75.000	5	81.25	5.3	27.3	tr|A0A1A8X2Y1|A0A1A8X2Y1_PLAMA	tr|A0A1A8X2Y1|A0A1A8X2Y1_PLAMA Uncharacterized protein OS=Plasmodium malariae OX=5858 GN=PmUG01_11030400 PE=4 SV=1
A0A1A8WMD1	tr|A0A1D3SQA9|A0A1D3SQA9_PLAMA	94.286	100	95.38	0.0	877	tr|A0A1D3SQA9|A0A1D3SQA9_PLAMA	tr|A0A1D3SQA9|A0A1D3SQA9_PLAMA Lipoyl synthase, apicoplast OS=Plasmodium malariae OX=5858 GN=LipA PE=3 SV=1
A0A1A8WMD1	tr|A0A1D3PBT0|A0A1D3PBT0_PLAMA	38.462	21	67.31	1.19e-04	43.1	tr|A0A1D3PBT0|A0A1D3PBT0_PLAMA	tr|A0A1D3PBT0|A0A1D3PBT0_PLAMA Vacuolar protein sorting-associated protein 35, putative OS=Plasmodium malariae OX=5858 GN=VPS35 PE=3 SV=1
A0A1A8WMD1	tr|A0A1D3PBT0|A0A1D3PBT0_PLAMA	32.955	21	57.95	0.081	33.9	tr|A0A1D3PBT0|A0A1D3PBT0_PLAMA	tr|A0A1D3PBT0|A0A1D3PBT0_PLAMA Vacuolar protein sorting-associated protein 35, putative OS=Plasmodium malariae OX=5858 GN=VPS35 PE=3 SV=1
A0A1A8WMD1	tr|A0A1D3PBT0|A0A1D3PBT0_PLAMA	39.474	21	68.42	0.099	33.5	tr|A0A1D3PBT0|A0A1D3PBT0_PLAMA	tr|A0A1D3PBT0|A0A1D3PBT0_PLAMA Vacuolar protein sorting-associated protein 35, putative OS=Plasmodium malariae OX=5858 GN=VPS35 PE=3 SV=1
A0A1A8WMD1	tr|A0A1D3RHX3|A0A1D3RHX3_PLAMA	35.052	25	58.76	0.006	37.4	tr|A0A1D3RHX3|A0A1D3RHX3_PLAMA	tr|A0A1D3RHX3|A0A1D3RHX3_PLAMA Uncharacterized protein OS=Plasmodium malariae OX=5858 GN=PmUG01_10024700 PE=4 SV=1
A0A1A8WMD1	tr|A0A1D3RHX3|A0A1D3RHX3_PLAMA	33.333	25	56.86	0.006	37.4	tr|A0A1D3RHX3|A0A1D3RHX3_PLAMA	tr|A0A1D3RHX3|A0A1D3RHX3_PLAMA Uncharacterized protein OS=Plasmodium malariae OX=5858 GN=PmUG01_10024700 PE=4 SV=1
A0A1A8WMD1	tr|A0A1D3RHX3|A0A1D3RHX3_PLAMA	28.689	25	50.00	0.17	32.7	tr|A0A1D3RHX3|A0A1D3RHX3_PLAMA	tr|A0A1D3RHX3|A0A1D3RHX3_PLAMA Uncharacterized protein OS=Plasmodium malariae OX=5858 GN=PmUG01_10024700 PE=4 SV=1
A0A1A8WMD1	tr|A0A1D3TFC8|A0A1D3TFC8_PLAMA	39.583	13	75.00	0.018	36.2	tr|A0A1D3TFC8|A0A1D3TFC8_PLAMA	tr|A0A1D3TFC8|A0A1D3TFC8_PLAMA Uncharacterized protein OS=Plasmodium malariae OX=5858 GN=PmUG01_14072700 PE=4 SV=1
A0A1A8WMD1	tr|A0A1D3TFC8|A0A1D3TFC8_PLAMA	34.545	13	67.27	0.041	34.7	tr|A0A1D3TFC8|A0A1D3TFC8_PLAMA	tr|A0A1D3TFC8|A0A1D3TFC8_PLAMA Uncharacterized protein OS=Plasmodium malariae OX=5858 GN=PmUG01_14072700 PE=4 SV=1
A0A1A8WMD1	tr|A0A1D3JM64|A0A1D3JM64_PLAMA	39.216	11	62.75	0.026	35.4	tr|A0A1D3JM64|A0A1D3JM64_PLAMA	tr|A0A1D3JM64|A0A1D3JM64_PLAMA Uncharacterized protein OS=Plasmodium malariae OX=5858 GN=PmUG01_07021800 PE=4 SV=1
A0A1A8WYZ7	tr|A0A1D3PBX5|A0A1D3PBX5_PLAMA	100.000	98	100.00	0.0	625	tr|A0A1D3PBX5|A0A1D3PBX5_PLAMA	tr|A0A1D3PBX5|A0A1D3PBX5_PLAMA tRNA (guanine-N(7)-)-methyltransferase OS=Plasmodium malariae OX=5858 GN=PmUG01_09036500 PE=3 SV=1
A0A1A8WYZ7	tr|A0A1D3TD27|A0A1D3TD27_PLAMA	24.096	27	50.60	0.039	33.9	tr|A0A1D3TD27|A0A1D3TD27_PLAMA	tr|A0A1D3TD27|A0A1D3TD27_PLAMA rRNA adenine N(6)-methyltransferase OS=Plasmodium malariae OX=5858 GN=PmUG01_13042600 PE=3 SV=1
A0A1A8WYZ7	tr|A0A1A8VZD9|A0A1A8VZD9_PLAMA	33.898	19	49.15	0.12	32.3	tr|A0A1A8VZD9|A0A1A8VZD9_PLAMA	tr|A0A1A8VZD9|A0A1A8VZD9_PLAMA RNA methyltransferase OS=Plasmodium malariae OX=5858 GN=PmUG01_09054700 PE=3 SV=1
